@relation 'Wine Quality Dataset-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
0.327434,0.496575,0.01,0.089041,0.096828,0.059701,0.028269,0.486784,0.456693,0.149701,0.4,4
0.336283,0.376712,0.19,0.089041,0.135225,0.149254,0.243816,0.535242,0.362205,0.155689,0.123077,4
0.185841,0.630137,0.08,0.09589,0.09182,0.268657,0.091873,0.470631,0.614173,0.143713,0.4,4
0.469027,0.260274,0.24,0.09589,0.15192,0.074627,0.028269,0.567548,0.472441,0.113772,0.246154,4
0.309735,0.417808,0,0.109589,0.115192,0.164179,0.063604,0.580764,0.503937,0.077844,0.184615,4
0.256637,0.386986,0.07,0.109589,0.076795,0.059701,0.010601,0.458884,0.503937,0.131737,0.384615,4
0.256637,0.178082,0.48,0.116438,0.101836,0.313433,0.275618,0.523495,0.456693,0.221557,0.184615,4
0.371681,0.335616,0.3,0.130137,0.126878,0.238806,0.141343,0.552863,0.409449,0.107784,0.138462,4
0.309735,0.513699,0,0.164384,0.140234,0.373134,0.194346,0.74743,0.677165,0.233533,0.215385,4
0.486726,0.558219,0.22,0.171233,0.155259,0.149254,0.282686,0.802496,0.543307,0.185629,0.446154,4
0.40708,0.273973,1,0.171233,0.998331,0.462687,0.222615,0.699706,0,1,0.153846,4
0.159292,0.280822,0.09,0.205479,0.185309,0.19403,0.088339,0.494126,0.598425,0.203593,0.4,4
0.168142,0.376712,0,0.232877,0.075125,0.149254,0.04947,0.353157,0.559055,0.137725,0.523077,4
0.699115,0.232877,0.49,0.246575,0.096828,0.373134,0.151943,0.589574,0.244094,0.143713,0.184615,4
0.168142,0.520548,0.03,0.321918,0.111853,0.328358,0.144876,0.414831,0.661417,0.101796,0.430769,4
0.345133,0.191781,0.4,0.369863,0.063439,0.029851,0.014134,0.410426,0.425197,0.137725,0.553846,4
0.362832,0.479452,0.02,0.020548,0.096828,0.522388,0.14841,0.376652,0.362205,0.149701,0.215385,5
0.221239,0.342466,0.06,0.027397,0.096828,0.059701,0.021201,0.303231,0.338583,0.08982,0.215385,5
0.39823,0.273973,0.33,0.027397,0.096828,0.119403,0.084806,0.567548,0.393701,0.161677,0.138462,5
0.123894,0.260274,0,0.034247,0.075125,0.208955,0.070671,0.323789,0.488189,0.071856,0.169231,5
0.123894,0.260274,0,0.034247,0.075125,0.208955,0.070671,0.323789,0.488189,0.071856,0.169231,5
0.123894,0.260274,0,0.034247,0.075125,0.208955,0.070671,0.323789,0.488189,0.071856,0.169231,5
0.292035,0.369863,0,0.034247,0.140234,0.074627,0.024735,0.412628,0.543307,0.149701,0.169231,5
0.362832,0.493151,0,0.034247,0.088481,0.343284,0.095406,0.391336,0.417323,0.131737,0.2,5
0.212389,0.342466,0.1,0.034247,0.098497,0.38806,0.201413,0.435389,0.425197,0.167665,0.123077,5
0.477876,0.390411,0.11,0.034247,0.1202,0.104478,0.063604,0.419236,0.110236,0.083832,0.2,5
0.150442,0.184932,0.16,0.034247,0.113523,0.149254,0.060071,0.398678,0.472441,0.137725,0.138462,5
0.318584,0.523973,0.2,0.034247,0.123539,0.089552,0.088339,0.332599,0.291339,0.077844,0.246154,5
0.345133,0.232877,0.59,0.034247,0.671119,0.223881,0.137809,0.510279,0.228346,0.60479,0.123077,5
0.20354,0.30137,0.03,0.041096,0.123539,0.522388,0.141343,0.37812,0.622047,0.143713,0.338462,5
0.20354,0.260274,0.04,0.041096,0.12187,0.268657,0.151943,0.420705,0.480315,0.269461,0.169231,5
0.19469,0.335616,0.04,0.041096,0.075125,0.059701,0.014134,0.380323,0.535433,0.161677,0.169231,5
0.212389,0.342466,0.18,0.041096,0.083472,0.089552,0.155477,0.36931,0.267717,0.161677,0.138462,5
0.061947,0.407534,0.19,0.041096,0.248748,0.089552,0.19788,0.284875,0.692913,0.167665,0.4,5
0.353982,0.273973,0.38,0.041096,0.140234,0.059701,0.042403,0.483847,0.362205,0.113772,0.153846,5
0.309735,0.143836,0.44,0.041096,0.050083,0.074627,0.021201,0.392805,0.480315,0.167665,0.353846,5
0.141593,0.315068,0,0.047945,0.088481,0.104478,0.042403,0.479442,0.645669,0.305389,0.153846,5
0.088496,0.339041,0,0.047945,0.128548,0.223881,0.187279,0.310573,0.661417,0.113772,0.230769,5
0.283186,0.280822,0.01,0.047945,0.108514,0.029851,0.045936,0.361968,0.330709,0.077844,0.215385,5
0.283186,0.280822,0.01,0.047945,0.108514,0.029851,0.045936,0.361968,0.330709,0.077844,0.215385,5
0.274336,0.369863,0.04,0.047945,0.045075,0.044776,0.010601,0.450073,0.519685,0.083832,0.153846,5
0.292035,0.328767,0.06,0.047945,0.095159,0.208955,0.187279,0.464758,0.440945,0.077844,0.153846,5
0.141593,0.363014,0.06,0.047945,0.063439,0.074627,0.042403,0.250367,0.653543,0.125749,0.546154,5
0.19469,0.369863,0.07,0.047945,0.096828,0.223881,0.194346,0.414831,0.433071,0.161677,0.138462,5
0.176991,0.400685,0.07,0.047945,0.106845,0.074627,0.031802,0.450073,0.551181,0.149701,0.353846,5
0.362832,0.380137,0.1,0.047945,0.130217,0.044776,0.017668,0.54185,0.448819,0.191617,0.176923,5
0.212389,0.30137,0.13,0.047945,0.108514,0.358209,0.127208,0.456681,0.472441,0.155689,0.123077,5
0.221239,0.30137,0.14,0.047945,0.110184,0.089552,0.042403,0.429515,0.417323,0.173653,0.138462,5
0.141593,0.232877,0.17,0.047945,0.101836,0.089552,0.017668,0.306902,0.685039,0.125749,0.461538,5
0.283186,0.260274,0.17,0.047945,0.116861,0.298507,0.339223,0.435389,0.511811,0.08982,0.169231,5
0.256637,0.191781,0.18,0.047945,0.111853,0.343284,0.183746,0.4721,0.472441,0.149701,0.153846,5
0.141593,0.226027,0.2,0.047945,0.095159,0.029851,0.031802,0.420705,0.527559,0.137725,0.123077,5
0.292035,0.212329,0.21,0.047945,0.156928,0.134328,0.109541,0.479442,0.338583,0.347305,0.169231,5
0.035398,0.630137,0.24,0.047945,0.063439,0.462687,0.318021,0.244493,0.787402,0.173653,0.476923,5
0.318584,0.212329,0.29,0.047945,0.115192,0.38806,0.137809,0.437592,0.401575,0.125749,0.292308,5
0.283186,0.335616,0.29,0.047945,0.170284,0.119403,0.081272,0.538179,0.409449,0.736527,0.107692,5
0.221239,0.164384,0.3,0.047945,0.113523,0.507463,0.226148,0.503671,0.551181,0.101796,0.153846,5
0.256637,0.205479,0.31,0.047945,0.113523,0.208955,0.127208,0.567548,0.448819,0.185629,0.092308,5
0.477876,0.178082,0.38,0.047945,0.262104,0.38806,0.29682,0.665932,0.322835,0.191617,0.015385,5
0.212389,0.075342,0.4,0.047945,0.085142,0.298507,0.215548,0.376652,0.598425,0.179641,0.415385,5
0.460177,0.184932,0.43,0.05137,0.093489,0.059701,0.017668,0.345815,0.354331,0.077844,0.461538,5
0.212389,0.321918,0,0.054795,0.066778,0.029851,0.007067,0.435389,0.527559,0.083832,0.292308,5
0.318584,0.828767,0,0.054795,0.115192,0.029851,0.021201,0.464758,0.622047,0.095808,0.384615,5
0.300885,0.273973,0.03,0.054795,0.096828,0.134328,0.102473,0.417034,0.472441,0.143713,0.246154,5
0.088496,0.287671,0.04,0.054795,0.06177,0.059701,0.024735,0.303231,0.771654,0.149701,0.461538,5
0.247788,0.424658,0.07,0.054795,0.123539,0.208955,0.14841,0.363436,0.299213,0.08982,0.246154,5
0.150442,0.184932,0.08,0.054795,0.09015,0.029851,0.04947,0.391336,0.472441,0.149701,0.153846,5
0.238938,0.424658,0.08,0.054795,0.136895,0.134328,0.137809,0.417768,0.393701,0.101796,0.215385,5
0.238938,0.650685,0.09,0.054795,0.277129,0.134328,0.293286,0.450073,0.440945,0.143713,0.092308,5
0.19469,0.321918,0.1,0.054795,0.085142,0.492537,0.166078,0.420705,0.527559,0.203593,0.2,5
0.274336,0.184932,0.12,0.054795,0.141903,0.268657,0.074205,0.432452,0.330709,0.095808,0.153846,5
0.274336,0.184932,0.12,0.054795,0.141903,0.268657,0.074205,0.432452,0.330709,0.095808,0.153846,5
0.256637,0.335616,0.2,0.054795,0.106845,0.522388,0.190813,0.357562,0.283465,0.041916,0.138462,5
0.318584,0.417808,0.21,0.054795,0.103506,0.059701,0.024735,0.494126,0.362205,0.113772,0.169231,5
0.318584,0.417808,0.21,0.054795,0.103506,0.059701,0.024735,0.494126,0.362205,0.113772,0.169231,5
0.292035,0.143836,0.23,0.054795,0.108514,0.253731,0.137809,0.453744,0.433071,0.191617,0.138462,5
0.389381,0.455479,0.24,0.054795,0.110184,0.134328,0.053004,0.502937,0.433071,0.203593,0.246154,5
0.371681,0.369863,0.26,0.054795,0.103506,0.044776,0.060071,0.516153,0.322835,0.245509,0.123077,5
0.141593,0.349315,0.31,0.054795,0.126878,0.208955,0.204947,0.501468,0.566929,0.275449,0.138462,5
0.380531,0.35274,0.37,0.054795,0.419032,0.059701,0.19788,0.516153,0.204724,0.45509,0.138462,5
0.336283,0.116438,0.4,0.054795,0.09182,0.104478,0.04947,0.437592,0.511811,0.161677,0.323077,5
0.283186,0.349315,0.48,0.054795,0.146912,0.19403,0.318021,0.442731,0.354331,0.173653,0.169231,5
0.362832,0.452055,0.51,0.054795,0.672788,0.164179,0.212014,0.452276,0.204724,0.502994,0.123077,5
0.362832,0.452055,0.51,0.054795,0.672788,0.164179,0.212014,0.452276,0.204724,0.502994,0.123077,5
0.469027,0.410959,0.55,0.054795,0.207012,0.343284,0.162544,0.54699,0.480315,0.365269,0.246154,5
0.283186,0.19863,0.68,0.054795,0.759599,0.253731,0.222615,0.530837,0.267717,0.586826,0.138462,5
0.20354,0.315068,0.2,0.058219,0.076795,0.104478,0.056537,0.231278,0.503937,0.095808,0.507692,5
0.247788,0.369863,0,0.061644,0.105175,0.179104,0.120141,0.567548,0.606299,0.137725,0.153846,5
0.221239,0.410959,0,0.061644,0.185309,0.074627,0.028269,0.455213,0.559055,0.149701,0.215385,5
0.19469,0.445205,0,0.061644,0.09015,0.492537,0.162544,0.552863,0.692913,0.209581,0.230769,5
0.309735,0.828767,0,0.061644,0.116861,0.029851,0.021201,0.464758,0.629921,0.08982,0.384615,5
0.159292,0.308219,0.02,0.061644,0.09182,0.044776,0.017668,0.508811,0.566929,0.209581,0.169231,5
0.159292,0.308219,0.02,0.061644,0.09182,0.044776,0.017668,0.508811,0.566929,0.209581,0.169231,5
0.106195,0.383562,0.02,0.061644,0.125209,0.298507,0.310954,0.317915,0.629921,0.113772,0.246154,5
0.256637,0.328767,0.03,0.061644,0.138564,0.358209,0.328622,0.361968,0.480315,0.125749,0.261538,5
0.256637,0.328767,0.03,0.061644,0.138564,0.358209,0.328622,0.361968,0.480315,0.125749,0.261538,5
0.230088,0.366438,0.03,0.061644,0.110184,0.089552,0.021201,0.425844,0.472441,0.035928,0.169231,5
0.247788,0.356164,0.07,0.061644,0.146912,0.104478,0.060071,0.442731,0.440945,0.149701,0.184615,5
0.19469,0.246575,0.08,0.061644,0.103506,0.58209,0.204947,0.38326,0.299213,0.095808,0.184615,5
0.185841,0.315068,0.08,0.061644,0.141903,0.208955,0.208481,0.428047,0.425197,0.125749,0.123077,5
0.132743,0.328767,0.08,0.061644,0.098497,0.19403,0.137809,0.241557,0.503937,0.125749,0.4,5
0.212389,0.342466,0.08,0.061644,0.106845,0.104478,0.063604,0.567548,0.582677,0.11976,0.092308,5
0.168142,0.273973,0.11,0.061644,0.101836,0.179104,0.113074,0.398678,0.472441,0.113772,0.138462,5
0.212389,0.260274,0.14,0.061644,0.110184,0.134328,0.060071,0.461821,0.622047,0.167665,0.307692,5
0.221239,0.434932,0.15,0.061644,0.158598,0.283582,0.275618,0.43025,0.354331,0.101796,0.169231,5
0.221239,0.212329,0.17,0.061644,0.116861,0.38806,0.159011,0.460352,0.590551,0.185629,0.307692,5
0.247788,0.294521,0.19,0.061644,0.116861,0.208955,0.09894,0.475771,0.590551,0.209581,0.323077,5
0.283186,0.30137,0.19,0.061644,0.153589,0.164179,0.144876,0.464758,0.354331,0.359281,0.169231,5
0.283186,0.30137,0.19,0.061644,0.153589,0.164179,0.144876,0.464758,0.354331,0.359281,0.169231,5
0.19469,0.335616,0.2,0.061644,0.108514,0.149254,0.208481,0.516153,0.629921,0.149701,0.138462,5
0.159292,0.356164,0.21,0.061644,0.115192,0.19403,0.088339,0.500734,0.669291,0.197605,0.215385,5
0.159292,0.356164,0.21,0.061644,0.115192,0.19403,0.088339,0.500734,0.669291,0.197605,0.215385,5
0.256637,0.321918,0.22,0.061644,0.116861,0.626866,0.190813,0.361233,0.283465,0.053892,0.123077,5
0.292035,0.171233,0.23,0.061644,0.108514,0.328358,0.151943,0.457416,0.425197,0.203593,0.138462,5
0.247788,0.19863,0.24,0.061644,0.09015,0.253731,0.144876,0.406021,0.496063,0.173653,0.307692,5
0.265487,0.19863,0.24,0.061644,0.113523,0.044776,0.017668,0.450073,0.425197,0.155689,0.169231,5
0.053097,0.136986,0.25,0.061644,0.15192,0.179104,0.155477,0.413363,0.503937,0.131737,0.123077,5
0.132743,0.136986,0.25,0.061644,0.123539,0.059701,0.091873,0.335536,0.488189,0.065868,0.261538,5
0.132743,0.150685,0.25,0.061644,0.1202,0.044776,0.077739,0.335536,0.488189,0.065868,0.261538,5
0.292035,0.041096,0.4,0.061644,0.083472,0.089552,0.04947,0.295888,0.425197,0.221557,0.415385,5
0.39823,0.150685,0.42,0.061644,0.076795,0.119403,0.042403,0.282673,0.346457,0.131737,0.461538,5
0.309735,0.178082,0.48,0.061644,0.24207,0.059701,0.038869,0.552863,0.440945,0.431138,0.153846,5
0.274336,0.390411,0.49,0.061644,0.171953,0.283582,0.374558,0.494126,0.370079,0.227545,0.138462,5
0.59292,0.171233,0.5,0.061644,0.130217,0.283582,0.144876,0.533774,0.322835,0.143713,0.323077,5
0.309735,0.376712,0.55,0.061644,0.175292,0.462687,0.477032,0.494126,0.338583,0.173653,0.153846,5
0.353982,0.35274,0.68,0.061644,0.652755,0.268657,0.176678,0.458884,0.220472,0.491018,0.138462,5
0.274336,0.19863,0.76,0.061644,1,0.104478,0.137809,0.494126,0.251969,0.556886,0.153846,5
0.115044,0.232877,0,0.068493,0.108514,0.358209,0.134276,0.277533,0.598425,0.11976,0.430769,5
0.283186,0.356164,0,0.068493,0.100167,0.38806,0.173145,0.450073,0.448819,0.179641,0.4,5
0.19469,0.376712,0,0.068493,0.113523,0.313433,0.116608,0.509545,0.519685,0.245509,0.2,5
0.212389,0.386986,0,0.068493,0.145242,0.119403,0.056537,0.439794,0.472441,0.161677,0.2,5
0.247788,0.39726,0,0.068493,0.106845,0.149254,0.09894,0.567548,0.606299,0.137725,0.153846,5
0.247788,0.39726,0,0.068493,0.106845,0.149254,0.09894,0.567548,0.606299,0.137725,0.153846,5
0.221239,0.40411,0,0.068493,0.113523,0.19403,0.102473,0.523495,0.574803,0.131737,0.153846,5
0.265487,0.424658,0,0.068493,0.146912,0.074627,0.021201,0.377386,0.488189,0.155689,0.4,5
0.176991,0.335616,0.01,0.068493,0.113523,0.104478,0.067138,0.542584,0.748031,0.239521,0.323077,5
0.292035,0.410959,0.01,0.068493,0.106845,0.089552,0.091873,0.485316,0.511811,0.125749,0.184615,5
0.265487,0.359589,0.03,0.068493,0.123539,0.19403,0.180212,0.501468,0.496063,0.077844,0.292308,5
0.123894,0.356164,0.05,0.068493,0.09015,0.119403,0.038869,0.359031,0.614173,0.269461,0.338462,5
0.283186,0.39726,0.06,0.068493,0.111853,0.283582,0.102473,0.455947,0.519685,0.215569,0.384615,5
0.221239,0.383562,0.07,0.068493,0.105175,0.223881,0.159011,0.497797,0.503937,0.113772,0.169231,5
0.336283,0.428082,0.11,0.068493,0.130217,0.223881,0.201413,0.4721,0.354331,0.293413,0.184615,5
0.336283,0.428082,0.11,0.068493,0.130217,0.223881,0.201413,0.4721,0.354331,0.293413,0.184615,5
0.247788,0.280822,0.12,0.068493,0.255426,0.044776,0.021201,0.510279,0.409449,0.317365,0.123077,5
0.212389,0.315068,0.12,0.068493,0.131886,0.492537,0.416961,0.406021,0.551181,0.08982,0.323077,5
0.221239,0.421233,0.16,0.068493,0.146912,0.208955,0.250883,0.479442,0.417323,0.185629,0.138462,5
0.256637,0.253425,0.19,0.068493,0.106845,0.134328,0.134276,0.413363,0.511811,0.125749,0.2,5
0.292035,0.157534,0.21,0.068493,0.101836,0.671642,0.339223,0.464758,0.417323,0.149701,0.169231,5
0.300885,0.726027,0.21,0.068493,0.118531,0.19403,0.123675,0.385463,0.472441,0.083832,0.323077,5
0.477876,0.315068,0.22,0.068493,0.113523,0.119403,0.091873,0.538179,0.307087,0.131737,0.169231,5
0.274336,0.390411,0.22,0.068493,0.1202,0.253731,0.310954,0.442731,0.448819,0.08982,0.169231,5
0.238938,0.417808,0.24,0.068493,0.160267,0.253731,0.339223,0.486784,0.409449,0.155689,0.138462,5
0.274336,0.253425,0.26,0.068493,0.083472,0.119403,0.088339,0.479442,0.511811,0.185629,0.184615,5
0.274336,0.253425,0.26,0.068493,0.083472,0.119403,0.088339,0.479442,0.511811,0.185629,0.184615,5
0.292035,0.273973,0.26,0.068493,0.111853,0.61194,0.473498,0.464758,0.385827,0.125749,0.169231,5
0.274336,0.287671,0.26,0.068493,0.128548,0.328358,0.498233,0.461821,0.409449,0.155689,0.2,5
0.256637,0.335616,0.26,0.068493,0.101836,0.343284,0.289753,0.4442,0.440945,0.11976,0.215385,5
0.433628,0.506849,0.26,0.068493,0.111853,0.179104,0.077739,0.517621,0.401575,0.173653,0.246154,5
0.300885,0.184932,0.3,0.068493,0.103506,0.462687,0.275618,0.521292,0.511811,0.167665,0.092308,5
0.265487,0.253425,0.33,0.068493,0.103506,0.38806,0.279152,0.513216,0.527559,0.149701,0.092308,5
0.495575,0.376712,0.39,0.068493,0.070117,0.074627,0.038869,0.552863,0.338583,0.083832,0.246154,5
0.274336,0.44863,0.42,0.068493,0.133556,0.104478,0.282686,0.428047,0.385827,0.155689,0.169231,5
0.415929,0.212329,0.44,0.068493,0.12187,0.119403,0.056537,0.514684,0.425197,0.131737,0.169231,5
0.415929,0.212329,0.44,0.068493,0.12187,0.119403,0.056537,0.514684,0.425197,0.131737,0.169231,5
0.345133,0.061644,0.52,0.068493,0.130217,0.119403,0.060071,0.470631,0.488189,0.203593,0.307692,5
0.230088,0.489726,0,0.075342,0.257095,0.044776,0.017668,0.441263,0.511811,0.113772,0.246154,5
0.247788,0.335616,0.01,0.075342,0.103506,0.179104,0.113074,0.544053,0.582677,0.191617,0.215385,5
0.212389,0.308219,0.02,0.075342,0.100167,0.238806,0.070671,0.417034,0.488189,0.167665,0.276923,5
0.265487,0.568493,0.03,0.075342,0.130217,0.089552,0.04947,0.428047,0.362205,0.137725,0.184615,5
0.336283,0.30137,0.04,0.075342,0.116861,0.134328,0.056537,0.552863,0.377953,0.065868,0.184615,5
0.336283,0.30137,0.04,0.075342,0.116861,0.134328,0.056537,0.552863,0.377953,0.065868,0.184615,5
0.212389,0.421233,0.05,0.075342,0.115192,0.179104,0.169611,0.479442,0.511811,0.143713,0.215385,5
0.221239,0.349315,0.06,0.075342,0.118531,0.104478,0.081272,0.622614,0.732283,0.239521,0.184615,5
0.141593,0.328767,0.08,0.075342,0.130217,0.462687,0.134276,0.354626,0.559055,0.149701,0.323077,5
0.212389,0.452055,0.08,0.075342,0.135225,0.134328,0.045936,0.406021,0.519685,0.083832,0.246154,5
0.115044,0.359589,0.12,0.075342,0.105175,0.462687,0.134276,0.396476,0.653543,0.227545,0.276923,5
0.185841,0.431507,0.12,0.075342,0.123539,0.164179,0.261484,0.420705,0.503937,0.113772,0.261538,5
0.185841,0.287671,0.13,0.075342,0.106845,0.208955,0.106007,0.530837,0.685039,0.185629,0.215385,5
0.230088,0.393836,0.13,0.075342,0.106845,0.164179,0.04947,0.395742,0.433071,0.125749,0.261538,5
0.230088,0.393836,0.13,0.075342,0.106845,0.164179,0.04947,0.395742,0.433071,0.125749,0.261538,5
0.230088,0.393836,0.13,0.075342,0.106845,0.164179,0.04947,0.395742,0.433071,0.125749,0.261538,5
0.424779,0.321918,0.14,0.075342,0.1202,0.358209,0.14841,0.589574,0.314961,0.137725,0.2,5
0.362832,0.34589,0.16,0.075342,0.148581,0.179104,0.151943,0.450073,0.314961,0.143713,0.4,5
